Hour,Date,True_Price,Forecast_Price,PSO_Energy_Actual,PSO_SOC,PSO_Instant_Profit,PSO_Cumulative_Profit,PPO_Energy_Actual,PPO_SOC,PPO_Instant_Profit,PPO_Cumulative_Profit
0,2024-01-01,107.09,107.09,-1.396615904186361,0.13246949889832604,149.5635971793174,149.5635971793174,-1.4,0.13157894736842107,149.926,149.926
1,2024-01-01,104.0,104.0,-0.09560987045210126,0.10730900667408887,9.94342652701853,159.50702370633593,0.0,0.13157894736842107,-0.0,149.926
2,2024-01-01,100.0,100.0,-0.02777422536153767,0.1,2.777422536153767,162.2844462424897,0.20000000000000018,0.17907894736842112,-20.000000000000018,129.92599999999996
3,2024-01-01,85.66,85.66,1.36818605476422,0.42494418800650224,-117.19881745110308,45.085628791386625,0.20000000000000018,0.22657894736842116,-17.132000000000016,112.79399999999994
4,2024-01-01,85.0,85.0,0.44794665821487767,0.5313315193325356,-38.0754659482646,7.010162843122025,0.20000000000000018,0.2740789473684212,-17.000000000000014,95.79399999999993
5,2024-01-01,85.53,85.53,1.5512459991639882,0.8997524441339828,-132.6780703084959,-125.66790746537387,0.20000000000000018,0.32157894736842124,-17.106000000000016,78.6879999999999
6,2024-01-01,95.07,95.07,0.0,0.8997524441339828,-0.0,-125.66790746537387,0.20000000000000018,0.3690789473684213,-19.014000000000017,59.673999999999886
7,2024-01-01,104.07,104.07,0.0,0.8997524441339828,-0.0,-125.66790746537387,0.0,0.3690789473684213,-0.0,59.673999999999886
8,2024-01-01,106.95,106.95,0.0,0.8997524441339828,-0.0,-125.66790746537387,0.0,0.3690789473684213,-0.0,59.673999999999886
9,2024-01-01,107.08,107.08,0.0,0.8997524441339828,-0.0,-125.66790746537387,0.0,0.3690789473684213,-0.0,59.673999999999886
10,2024-01-01,104.0,104.0,0.0,0.8997524441339828,-0.0,-125.66790746537387,0.0,0.3690789473684213,-0.0,59.673999999999886
11,2024-01-01,98.13,98.13,0.0,0.8997524441339828,-0.0,-125.66790746537387,0.0,0.3690789473684213,-0.0,59.673999999999886
12,2024-01-01,101.55,101.55,0.0,0.8997524441339828,-0.0,-125.66790746537387,0.20000000000000018,0.4165789473684213,-20.310000000000016,39.36399999999987
13,2024-01-01,98.16,98.16,0.0,0.8997524441339828,-0.0,-125.66790746537387,0.20000000000000018,0.46407894736842137,-19.632000000000016,19.731999999999854
14,2024-01-01,98.17,98.17,0.0,0.8997524441339828,-0.0,-125.66790746537387,0.20000000000000018,0.5115789473684214,-19.634000000000018,0.09799999999983555
15,2024-01-01,105.54,105.54,0.0,0.8997524441339828,-0.0,-125.66790746537387,0.20000000000000018,0.5590789473684215,-21.10800000000002,-21.010000000000183
16,2024-01-01,110.0,110.0,0.0,0.8997524441339828,-0.0,-125.66790746537387,-1.4,0.19065789473684253,154.0,132.9899999999998
17,2024-01-01,120.04,120.04,0.0,0.8997524441339828,-0.0,-125.66790746537387,0.20000000000000018,0.23815789473684257,-24.008000000000024,108.98199999999979
