time;P
20230417:0010;0.0
20230417:0110;0.0
20230417:0210;0.0
20230417:0310;0.0
20230417:0410;0.0
20230417:0510;8.17
20230417:0610;117.13
20230417:0710;335.49
20230417:0810;529.63
20230417:0910;679.96
20230417:1010;779.9
20230417:1110;830.36
20230417:1210;826.38
20230417:1310;752.19
20230417:1410;628.0
20230417:1510;447.85
20230417:1610;244.32
20230417:1710;43.43
20230417:1810;0.0
20230417:1910;0.0
20230417:2010;0.0
20230417:2110;0.0
20230417:2210;0.0
20230417:2310;0.0
20230418:0010;0.0
20230418:0110;0.0
20230418:0210;0.0
20230418:0310;0.0
20230418:0410;0.0
20230418:0510;1.59
20230418:0610;63.02
20230418:0710;158.34
20230418:0810;359.34
20230418:0910;543.06
20230418:1010;764.56
20230418:1110;796.58
20230418:1210;688.46
20230418:1310;720.57
20230418:1410;604.88
20230418:1510;444.16
20230418:1610;236.0
20230418:1710;43.98
20230418:1810;0.0
20230418:1910;0.0
20230418:2010;0.0
20230418:2110;0.0
20230418:2210;0.0
20230418:2310;0.0
20230419:0010;0.0
20230419:0110;0.0
20230419:0210;0.0
20230419:0310;0.0
20230419:0410;0.0
20230419:0510;10.33
20230419:0610;117.38
20230419:0710;329.08
20230419:0810;518.87
20230419:0910;663.25
20230419:1010;749.26
20230419:1110;789.05
20230419:1210;774.67
20230419:1310;708.11
20230419:1410;597.09
20230419:1510;436.37
20230419:1610;234.91
20230419:1710;43.59
20230419:1810;0.0
20230419:1910;0.0
20230419:2010;0.0
20230419:2110;0.0
20230419:2210;0.0
20230419:2310;0.0
20230420:0010;0.0
20230420:0110;0.0
20230420:0210;0.0
20230420:0310;0.0
20230420:0410;0.0
20230420:0510;7.99
20230420:0610;63.53
20230420:0710;210.95
20230420:0810;221.26
20230420:0910;93.12
20230420:1010;56.29
20230420:1110;99.81
20230420:1210;51.71
20230420:1310;39.88
20230420:1410;71.8
20230420:1510;268.23
20230420:1610;12.39
20230420:1710;2.29
20230420:1810;0.0
20230420:1910;0.0
20230420:2010;0.0
20230420:2110;0.0
20230420:2210;0.0
20230420:2310;0.0
20230421:0010;0.0
20230421:0110;0.0
20230421:0210;0.0
20230421:0310;0.0
20230421:0410;0.0
20230421:0510;13.16
20230421:0610;50.32
20230421:0710;63.85
20230421:0810;93.29
20230421:0910;110.22
20230421:1010;178.82
20230421:1110;325.41
20230421:1210;434.7
20230421:1310;405.77
20230421:1410;200.01
20230421:1510;186.45
20230421:1610;109.14
20230421:1710;11.24
20230421:1810;0.0
20230421:1910;0.0
20230421:2010;0.0
20230421:2110;0.0
20230421:2210;0.0
20230421:2310;0.0
20230422:0010;0.0
20230422:0110;0.0
20230422:0210;0.0
20230422:0310;0.0
20230422:0410;0.0
20230422:0510;1.19
20230422:0610;105.26
20230422:0710;169.78
20230422:0810;486.99
20230422:0910;526.76
20230422:1010;566.88
20230422:1110;549.48
20230422:1210;473.89
20230422:1310;460.31
20230422:1410;406.09
20230422:1510;392.56
20230422:1610;125.86
20230422:1710;41.65
20230422:1810;0.0
20230422:1910;0.0
20230422:2010;0.0
20230422:2110;0.0
20230422:2210;0.0
20230422:2310;0.0
20230423:0010;0.0
20230423:0110;0.0
20230423:0210;0.0
20230423:0310;0.0
20230423:0410;0.0
20230423:0510;15.58
20230423:0610;121.04
20230423:0710;321.29
20230423:0810;297.57
20230423:0910;648.73
20230423:1010;742.82
20230423:1110;704.97
20230423:1210;506.57
20230423:1310;347.43
20230423:1410;180.79
20230423:1510;274.03
20230423:1610;53.86
20230423:1710;26.12
20230423:1810;0.0
20230423:1910;0.0
20230423:2010;0.0
20230423:2110;0.0
20230423:2210;0.0
20230423:2310;0.0
20230424:0010;0.0
20230424:0110;0.0
20230424:0210;0.0
20230424:0310;0.0
20230424:0410;0.0
20230424:0510;15.61
20230424:0610;125.63
20230424:0710;347.88
20230424:0810;534.79
20230424:0910;676.16
20230424:1010;762.2
20230424:1110;806.32
20230424:1210;803.08
20230424:1310;736.79
20230424:1410;575.83
20230424:1510;441.68
20230424:1610;208.47
20230424:1710;45.3
20230424:1810;0.0
20230424:1910;0.0
20230424:2010;0.0
20230424:2110;0.0
20230424:2210;0.0
20230424:2310;0.0
20230425:0010;0.0
20230425:0110;0.0
20230425:0210;0.0
20230425:0310;0.0
20230425:0410;0.0
20230425:0510;15.91
20230425:0610;132.28
20230425:0710;350.89
20230425:0810;532.05
20230425:0910;685.51
20230425:1010;772.27
20230425:1110;821.87
20230425:1210;812.94
20230425:1310;750.85
20230425:1410;627.04
20230425:1510;450.07
20230425:1610;242.01
20230425:1710;45.33
20230425:1810;0.0
20230425:1910;0.0
20230425:2010;0.0
20230425:2110;0.0
20230425:2210;0.0
20230425:2310;0.0
20230426:0010;0.0
20230426:0110;0.0
20230426:0210;0.0
20230426:0310;0.0
20230426:0410;0.0
20230426:0510;17.15
20230426:0610;133.98
20230426:0710;344.27
20230426:0810;540.82
20230426:0910;676.23
20230426:1010;764.27
20230426:1110;805.95
20230426:1210;794.07
20230426:1310;723.07
20230426:1410;609.43
20230426:1510;445.93
20230426:1610;244.62
20230426:1710;52.66
20230426:1810;0.0
20230426:1910;0.0
20230426:2010;0.0
20230426:2110;0.0
20230426:2210;0.0
20230426:2310;0.0
20230427:0010;0.0
20230427:0110;0.0
20230427:0210;0.0
20230427:0310;0.0
20230427:0410;0.0
20230427:0510;21.4
20230427:0610;128.75
20230427:0710;287.23
20230427:0810;512.97
20230427:0910;611.06
20230427:1010;735.88
20230427:1110;741.9
20230427:1210;738.53
20230427:1310;353.03
20230427:1410;529.88
20230427:1510;406.02
20230427:1610;221.82
20230427:1710;49.3
20230427:1810;0.0
20230427:1910;0.0
20230427:2010;0.0
20230427:2110;0.0
20230427:2210;0.0
20230427:2310;0.0
20230428:0010;0.0
20230428:0110;0.0
20230428:0210;0.0
20230428:0310;0.0
20230428:0410;0.0
20230428:0510;16.84
20230428:0610;128.77
20230428:0710;332.45
20230428:0810;510.69
20230428:0910;650.49
20230428:1010;729.57
20230428:1110;756.11
20230428:1210;761.68
20230428:1310;659.1
20230428:1410;438.58
20230428:1510;243.23
20230428:1610;178.94
20230428:1710;55.53
20230428:1810;0.0
20230428:1910;0.0
20230428:2010;0.0
20230428:2110;0.0
20230428:2210;0.0
20230428:2310;0.0
20230429:0010;0.0
20230429:0110;0.0
20230429:0210;0.0
20230429:0310;0.0
20230429:0410;0.0
20230429:0510;0.42
20230429:0610;27.44
20230429:0710;63.83
20230429:0810;453.21
20230429:0910;575.13
20230429:1010;729.23
20230429:1110;716.25
20230429:1210;690.61
20230429:1310;268.51
20230429:1410;261.59
20230429:1510;183.64
20230429:1610;170.98
20230429:1710;29.7
20230429:1810;0.0
20230429:1910;0.0
20230429:2010;0.0
20230429:2110;0.0
20230429:2210;0.0
20230429:2310;0.0
20230430:0010;0.0
20230430:0110;0.0
20230430:0210;0.0
20230430:0310;0.0
20230430:0410;0.0
20230430:0510;11.18
20230430:0610;43.77
20230430:0710;112.21
20230430:0810;211.64
20230430:0910;302.76
20230430:1010;158.73
20230430:1110;244.12
20230430:1210;60.54
20230430:1310;118.76
20230430:1410;129.76
20230430:1510;146.06
20230430:1610;93.12
20230430:1710;30.44
20230430:1810;0.0
20230430:1910;0.0
20230430:2010;0.0
20230430:2110;0.0
20230430:2210;0.0
20230430:2310;0.0
20230501:0010;0.0
20230501:0110;0.0
20230501:0210;0.0
20230501:0310;0.0
20230501:0410;0.0
20230501:0510;0.41
20230501:0610;23.92
20230501:0710;73.7
20230501:0810;73.62
20230501:0910;105.32
20230501:1010;148.17
20230501:1110;137.14
20230501:1210;190.05
20230501:1310;245.81
20230501:1410;144.23
20230501:1510;128.11
20230501:1610;40.1
20230501:1710;30.04
20230501:1810;0.0
20230501:1910;0.0
20230501:2010;0.0
20230501:2110;0.0
20230501:2210;0.0
20230501:2310;0.0
20230502:0010;0.0
20230502:0110;0.0
20230502:0210;0.0
20230502:0310;0.0
20230502:0410;0.0
20230502:0510;24.54
20230502:0610;121.3
20230502:0710;0.0
20230502:0810;284.3
20230502:0910;617.3
20230502:1010;685.95
20230502:1110;702.6
20230502:1210;589.62
20230502:1310;726.86
20230502:1410;610.1
20230502:1510;442.66
20230502:1610;237.18
20230502:1710;50.32
20230502:1810;1.08
20230502:1910;0.0
20230502:2010;0.0
20230502:2110;0.0
20230502:2210;0.0
20230502:2310;0.0
20230503:0010;0.0
20230503:0110;0.0
20230503:0210;0.0
20230503:0310;0.0
20230503:0410;0.0
20230503:0510;23.84
20230503:0610;137.65
20230503:0710;352.17
20230503:0810;538.62
20230503:0910;665.87
20230503:1010;669.55
20230503:1110;729.83
20230503:1210;781.74
20230503:1310;717.05
20230503:1410;610.69
20230503:1510;443.74
20230503:1610;237.71
20230503:1710;50.98
20230503:1810;1.85
20230503:1910;0.0
20230503:2010;0.0
20230503:2110;0.0
20230503:2210;0.0
20230503:2310;0.0
20230504:0010;0.0
20230504:0110;0.0
20230504:0210;0.0
20230504:0310;0.0
20230504:0410;0.0
20230504:0510;23.02
20230504:0610;136.9
20230504:0710;338.14
20230504:0810;495.25
20230504:0910;662.16
20230504:1010;749.94
20230504:1110;771.59
20230504:1210;696.12
20230504:1310;560.39
20230504:1410;478.32
20230504:1510;330.26
20230504:1610;223.07
20230504:1710;61.04
20230504:1810;0.0
20230504:1910;0.0
20230504:2010;0.0
20230504:2110;0.0
20230504:2210;0.0
20230504:2310;0.0
20230505:0010;0.0
20230505:0110;0.0
20230505:0210;0.0
20230505:0310;0.0
20230505:0410;0.0
20230505:0510;31.29
20230505:0610;91.42
20230505:0710;243.19
20230505:0810;486.29
20230505:0910;604.86
20230505:1010;688.94
20230505:1110;671.87
20230505:1210;692.75
20230505:1310;596.08
20230505:1410;414.25
20230505:1510;338.19
20230505:1610;172.77
20230505:1710;60.95
20230505:1810;2.64
20230505:1910;0.0
20230505:2010;0.0
20230505:2110;0.0
20230505:2210;0.0
20230505:2310;0.0
20230506:0010;0.0
20230506:0110;0.0
20230506:0210;0.0
20230506:0310;0.0
20230506:0410;0.0
20230506:0510;31.28
20230506:0610;134.6
20230506:0710;312.5
20230506:0810;498.9
20230506:0910;626.13
20230506:1010;710.32
20230506:1110;730.17
20230506:1210;696.76
20230506:1310;640.81
20230506:1410;546.69
20230506:1510;412.57
20230506:1610;222.45
20230506:1710;51.02
20230506:1810;1.03
20230506:1910;0.0
20230506:2010;0.0
20230506:2110;0.0
20230506:2210;0.0
20230506:2310;0.0
20230507:0010;0.0
20230507:0110;0.0
20230507:0210;0.0
20230507:0310;0.0
20230507:0410;0.0
20230507:0510;1.13
20230507:0610;9.94
20230507:0710;162.17
20230507:0810;283.76
20230507:0910;398.16
20230507:1010;683.06
20230507:1110;661.56
20230507:1210;471.23
20230507:1310;369.31
20230507:1410;565.44
20230507:1510;345.06
20230507:1610;48.75
20230507:1710;24.3
20230507:1810;1.83
20230507:1910;0.0
20230507:2010;0.0
20230507:2110;0.0
20230507:2210;0.0
20230507:2310;0.0
20230508:0010;0.0
20230508:0110;0.0
20230508:0210;0.0
20230508:0310;0.0
20230508:0410;0.0
20230508:0510;31.67
20230508:0610;135.96
20230508:0710;312.13
20230508:0810;486.38
20230508:0910;514.96
20230508:1010;422.67
20230508:1110;646.29
20230508:1210;674.42
20230508:1310;612.56
20230508:1410;552.33
20230508:1510;386.49
20230508:1610;213.23
20230508:1710;60.83
20230508:1810;6.44
20230508:1910;0.0
20230508:2010;0.0
20230508:2110;0.0
20230508:2210;0.0
20230508:2310;0.0
20230509:0010;0.0
20230509:0110;0.0
20230509:0210;0.0
20230509:0310;0.0
20230509:0410;0.0
20230509:0510;1.11
20230509:0610;81.52
20230509:0710;106.13
20230509:0810;163.58
20230509:0910;373.79
20230509:1010;369.91
20230509:1110;542.83
20230509:1210;313.54
20230509:1310;397.59
20230509:1410;237.8
20230509:1510;72.57
20230509:1610;25.61
20230509:1710;12.15
20230509:1810;1.87
20230509:1910;0.0
20230509:2010;0.0
20230509:2110;0.0
20230509:2210;0.0
20230509:2310;0.0
20230510:0010;0.0
20230510:0110;0.0
20230510:0210;0.0
20230510:0310;0.0
20230510:0410;0.0
20230510:0510;19.7
20230510:0610;122.48
20230510:0710;297.63
20230510:0810;183.13
20230510:0910;134.55
20230510:1010;129.66
20230510:1110;352.18
20230510:1210;396.44
20230510:1310;503.76
20230510:1410;591.75
20230510:1510;334.59
20230510:1610;209.61
20230510:1710;66.97
20230510:1810;2.74
20230510:1910;0.0
20230510:2010;0.0
20230510:2110;0.0
20230510:2210;0.0
20230510:2310;0.0
20230511:0010;0.0
20230511:0110;0.0
20230511:0210;0.0
20230511:0310;0.0
20230511:0410;0.0
20230511:0510;38.66
20230511:0610;103.3
20230511:0710;333.31
20230511:0810;547.98
20230511:0910;682.08
20230511:1010;757.0
20230511:1110;782.14
20230511:1210;758.4
20230511:1310;347.27
20230511:1410;365.62
20230511:1510;48.22
20230511:1610;41.32
20230511:1710;31.63
20230511:1810;5.6
20230511:1910;0.0
20230511:2010;0.0
20230511:2110;0.0
20230511:2210;0.0
20230511:2310;0.0
20230512:0010;0.0
20230512:0110;0.0
20230512:0210;0.0
20230512:0310;0.0
20230512:0410;0.0
20230512:0510;12.6
20230512:0610;51.0
20230512:0710;97.42
20230512:0810;168.12
20230512:0910;113.15
20230512:1010;164.11
20230512:1110;343.17
20230512:1210;547.53
20230512:1310;294.79
20230512:1410;125.62
20230512:1510;141.94
20230512:1610;90.39
20230512:1710;68.71
20230512:1810;4.19
20230512:1910;0.0
20230512:2010;0.0
20230512:2110;0.0
20230512:2210;0.0
20230512:2310;0.0
20230513:0010;0.0
20230513:0110;0.0
20230513:0210;0.0
20230513:0310;0.0
20230513:0410;0.0
20230513:0510;20.58
20230513:0610;88.14
20230513:0710;48.42
20230513:0810;32.15
20230513:0910;70.35
20230513:1010;560.89
20230513:1110;809.7
20230513:1210;805.64
20230513:1310;718.48
20230513:1410;581.35
20230513:1510;404.6
20230513:1610;222.72
20230513:1710;6.37
20230513:1810;6.66
20230513:1910;0.0
20230513:2010;0.0
20230513:2110;0.0
20230513:2210;0.0
20230513:2310;0.0
20230514:0010;0.0
20230514:0110;0.0
20230514:0210;0.0
20230514:0310;0.0
20230514:0410;0.0
20230514:0510;16.13
20230514:0610;21.93
20230514:0710;82.12
20230514:0810;344.6
20230514:0910;411.11
20230514:1010;722.99
20230514:1110;759.72
20230514:1210;756.94
20230514:1310;684.45
20230514:1410;562.67
20230514:1510;414.89
20230514:1610;244.48
20230514:1710;70.83
20230514:1810;10.35
20230514:1910;0.0
20230514:2010;0.0
20230514:2110;0.0
20230514:2210;0.0
20230514:2310;0.0
20230515:0010;0.0
20230515:0110;0.0
20230515:0210;0.0
20230515:0310;0.0
20230515:0410;0.0
20230515:0510;31.67
20230515:0610;143.54
20230515:0710;314.31
20230515:0810;535.91
20230515:0910;658.23
20230515:1010;742.94
20230515:1110;793.65
20230515:1210;792.2
20230515:1310;725.92
20230515:1410;612.15
20230515:1510;451.34
20230515:1610;245.33
20230515:1710;56.09
20230515:1810;10.81
20230515:1910;0.0
20230515:2010;0.0
20230515:2110;0.0
20230515:2210;0.0
20230515:2310;0.0
20230516:0010;0.0
20230516:0110;0.0
20230516:0210;0.0
20230516:0310;0.0
20230516:0410;0.0
20230516:0510;31.25
20230516:0610;148.95
20230516:0710;354.34
20230516:0810;290.55
20230516:0910;389.56
20230516:1010;497.14
20230516:1110;442.07
20230516:1210;179.88
20230516:1310;279.75
20230516:1410;173.38
20230516:1510;92.83
20230516:1610;130.08
20230516:1710;55.64
20230516:1810;10.96
20230516:1910;0.0
20230516:2010;0.0
20230516:2110;0.0
20230516:2210;0.0
20230516:2310;0.0
20230517:0010;0.0
20230517:0110;0.0
20230517:0210;0.0
20230517:0310;0.0
20230517:0410;0.0
20230517:0510;13.64
20230517:0610;81.01
20230517:0710;44.35
20230517:0810;67.12
20230517:0910;94.56
20230517:1010;124.93
20230517:1110;124.36
20230517:1210;268.42
20230517:1310;87.59
20230517:1410;121.16
20230517:1510;216.15
20230517:1610;141.34
20230517:1710;73.98
20230517:1810;12.96
20230517:1910;0.0
20230517:2010;0.0
20230517:2110;0.0
20230517:2210;0.0
20230517:2310;0.0
20230518:0010;0.0
20230518:0110;0.0
20230518:0210;0.0
20230518:0310;0.0
20230518:0410;0.0
20230518:0510;7.89
20230518:0610;117.1
20230518:0710;139.48
20230518:0810;284.59
20230518:0910;214.7
20230518:1010;61.95
20230518:1110;111.86
20230518:1210;145.8
20230518:1310;99.65
20230518:1410;295.47
20230518:1510;318.24
20230518:1610;132.38
20230518:1710;16.65
20230518:1810;9.87
20230518:1910;0.0
20230518:2010;0.0
20230518:2110;0.0
20230518:2210;0.0
20230518:2310;0.0
20230519:0010;0.0
20230519:0110;0.0
20230519:0210;0.0
20230519:0310;0.0
20230519:0410;0.0
20230519:0510;2.81
20230519:0610;16.45
20230519:0710;51.6
20230519:0810;112.59
20230519:0910;158.53
20230519:1010;123.13
20230519:1110;174.75
20230519:1210;141.08
20230519:1310;107.55
20230519:1410;77.26
20230519:1510;138.21
20230519:1610;71.24
20230519:1710;44.17
20230519:1810;11.23
20230519:1910;0.0
20230519:2010;0.0
20230519:2110;0.0
20230519:2210;0.0
20230519:2310;0.0
20230520:0010;0.0
20230520:0110;0.0
20230520:0210;0.0
20230520:0310;0.0
20230520:0410;0.0
20230520:0510;39.65
20230520:0610;26.06
20230520:0710;39.75
20230520:0810;93.68
20230520:0910;101.33
20230520:1010;109.82
20230520:1110;94.13
20230520:1210;94.02
20230520:1310;65.53
20230520:1410;57.19
20230520:1510;52.73
20230520:1610;35.79
20230520:1710;15.04
20230520:1810;4.69
20230520:1910;0.0
20230520:2010;0.0
20230520:2110;0.0
20230520:2210;0.0
20230520:2310;0.0
20230521:0010;0.0
20230521:0110;0.0
20230521:0210;0.0
20230521:0310;0.0
20230521:0410;0.0
20230521:0510;6.76
20230521:0610;13.75
20230521:0710;40.07
20230521:0810;99.89
20230521:0910;129.17
20230521:1010;118.15
20230521:1110;177.49
20230521:1210;554.23
20230521:1310;634.53
20230521:1410;416.54
20230521:1510;426.26
20230521:1610;232.89
20230521:1710;68.91
20230521:1810;14.76
20230521:1910;0.0
20230521:2010;0.0
20230521:2110;0.0
20230521:2210;0.0
20230521:2310;0.0
20230522:0010;0.0
20230522:0110;0.0
20230522:0210;0.0
20230522:0310;0.0
20230522:0410;0.0
20230522:0510;17.23
20230522:0610;101.33
20230522:0710;197.97
20230522:0810;223.32
20230522:0910;498.13
20230522:1010;506.38
20230522:1110;650.05
20230522:1210;736.53
20230522:1310;682.37
20230522:1410;579.94
20230522:1510;419.87
20230522:1610;230.41
20230522:1710;59.93
20230522:1810;15.79
20230522:1910;0.0
20230522:2010;0.0
20230522:2110;0.0
20230522:2210;0.0
20230522:2310;0.0
20230523:0010;0.0
20230523:0110;0.0
20230523:0210;0.0
20230523:0310;0.0
20230523:0410;0.0
20230523:0510;39.53
20230523:0610;146.63
20230523:0710;342.12
20230523:0810;515.31
20230523:0910;640.85
20230523:1010;730.19
20230523:1110;750.49
20230523:1210;731.8
20230523:1310;670.0
20230523:1410;576.73
20230523:1510;418.67
20230523:1610;227.97
20230523:1710;77.03
20230523:1810;15.7
20230523:1910;0.0
20230523:2010;0.0
20230523:2110;0.0
20230523:2210;0.0
20230523:2310;0.0
20230524:0010;0.0
20230524:0110;0.0
20230524:0210;0.0
20230524:0310;0.0
20230524:0410;0.0
20230524:0510;39.93
20230524:0610;145.07
20230524:0710;333.52
20230524:0810;500.76
20230524:0910;628.55
20230524:1010;717.69
20230524:1110;750.76
20230524:1210;741.54
20230524:1310;669.57
20230524:1410;491.89
20230524:1510;189.89
20230524:1610;190.64
20230524:1710;59.18
20230524:1810;17.65
20230524:1910;0.0
20230524:2010;0.0
20230524:2110;0.0
20230524:2210;0.0
20230524:2310;0.0
20230525:0010;0.0
20230525:0110;0.0
20230525:0210;0.0
20230525:0310;0.0
20230525:0410;0.0
20230525:0510;44.65
20230525:0610;135.04
20230525:0710;123.77
20230525:0810;221.23
20230525:0910;229.98
20230525:1010;636.31
20230525:1110;601.01
20230525:1210;248.77
20230525:1310;335.24
20230525:1410;265.42
20230525:1510;51.11
20230525:1610;169.46
20230525:1710;18.99
20230525:1810;17.18
20230525:1910;0.0
20230525:2010;0.0
20230525:2110;0.0
20230525:2210;0.0
20230525:2310;0.0
20230526:0010;0.0
20230526:0110;0.0
20230526:0210;0.0
20230526:0310;0.0
20230526:0410;0.0
20230526:0510;36.99
20230526:0610;149.11
20230526:0710;352.99
20230526:0810;525.99
20230526:0910;648.79
20230526:1010;732.81
20230526:1110;741.03
20230526:1210;724.54
20230526:1310;666.48
20230526:1410;565.41
20230526:1510;412.61
20230526:1610;230.72
20230526:1710;62.22
20230526:1810;17.36
20230526:1910;0.0
20230526:2010;0.0
20230526:2110;0.0
20230526:2210;0.0
20230526:2310;0.0
20230527:0010;0.0
20230527:0110;0.0
20230527:0210;0.0
20230527:0310;0.0
20230527:0410;0.0
20230527:0510;48.08
20230527:0610;147.31
20230527:0710;306.75
20230527:0810;452.93
20230527:0910;536.91
20230527:1010;634.38
20230527:1110;650.81
20230527:1210;727.98
20230527:1310;656.26
20230527:1410;571.16
20230527:1510;413.09
20230527:1610;226.11
20230527:1710;79.59
20230527:1810;17.48
20230527:1910;0.0
20230527:2010;0.0
20230527:2110;0.0
20230527:2210;0.0
20230527:2310;0.0
20230528:0010;0.0
20230528:0110;0.0
20230528:0210;0.0
20230528:0310;0.0
20230528:0410;0.0
20230528:0510;34.88
20230528:0610;147.28
20230528:0710;302.7
20230528:0810;474.79
20230528:0910;606.07
20230528:1010;695.74
20230528:1110;712.16
20230528:1210;704.08
20230528:1310;663.79
20230528:1410;563.91
20230528:1510;411.77
20230528:1610;197.8
20230528:1710;80.37
20230528:1810;17.73
20230528:1910;0.0
20230528:2010;0.0
20230528:2110;0.0
20230528:2210;0.0
20230528:2310;0.0
20230529:0010;0.0
20230529:0110;0.0
20230529:0210;0.0
20230529:0310;0.0
20230529:0410;0.0
20230529:0510;45.24
20230529:0610;144.99
20230529:0710;271.15
20230529:0810;469.83
20230529:0910;529.51
20230529:1010;656.69
20230529:1110;760.91
20230529:1210;743.1
20230529:1310;690.82
20230529:1410;574.06
20230529:1510;418.73
20230529:1610;233.21
20230529:1710;70.41
20230529:1810;20.55
20230529:1910;0.0
20230529:2010;0.0
20230529:2110;0.0
20230529:2210;0.0
20230529:2310;0.0
20230530:0010;0.0
20230530:0110;0.0
20230530:0210;0.0
20230530:0310;0.0
20230530:0410;0.0
20230530:0510;37.12
20230530:0610;147.79
20230530:0710;287.33
20230530:0810;465.23
20230530:0910;604.34
20230530:1010;660.93
20230530:1110;660.74
20230530:1210;681.17
20230530:1310;644.03
20230530:1410;517.88
20230530:1510;258.37
20230530:1610;233.06
20230530:1710;71.46
20230530:1810;18.95
20230530:1910;0.0
20230530:2010;0.0
20230530:2110;0.0
20230530:2210;0.0
20230530:2310;0.0
20230531:0010;0.0
20230531:0110;0.0
20230531:0210;0.0
20230531:0310;0.0
20230531:0410;0.0
20230531:0510;49.41
20230531:0610;100.87
20230531:0710;184.76
20230531:0810;222.58
20230531:0910;409.64
20230531:1010;679.43
20230531:1110;772.32
20230531:1210;738.96
20230531:1310;619.22
20230531:1410;516.23
20230531:1510;338.98
20230531:1610;164.38
20230531:1710;22.07
20230531:1810;17.66
20230531:1910;0.0
20230531:2010;0.0
20230531:2110;0.0
20230531:2210;0.0
20230531:2310;0.0
20230601:0010;0.0
20230601:0110;0.0
20230601:0210;0.0
20230601:0310;0.0
20230601:0410;0.76
20230601:0510;49.59
20230601:0610;134.86
20230601:0710;330.03
20230601:0810;497.82
20230601:0910;621.28
20230601:1010;673.33
20230601:1110;678.64
20230601:1210;713.24
20230601:1310;658.67
20230601:1410;477.19
20230601:1510;403.88
20230601:1610;224.71
20230601:1710;79.31
20230601:1810;16.92
20230601:1910;0.0
20230601:2010;0.0
20230601:2110;0.0
20230601:2210;0.0
20230601:2310;0.0
20230602:0010;0.0
20230602:0110;0.0
20230602:0210;0.0
20230602:0310;0.0
20230602:0410;0.0
20230602:0510;52.12
20230602:0610;141.84
20230602:0710;266.14
20230602:0810;490.88
20230602:0910;620.01
20230602:1010;696.44
20230602:1110;716.73
20230602:1210;715.38
20230602:1310;567.16
20230602:1410;489.95
20230602:1510;183.33
20230602:1610;53.16
20230602:1710;85.04
20230602:1810;12.33
20230602:1910;0.0
20230602:2010;0.0
20230602:2110;0.0
20230602:2210;0.0
20230602:2310;0.0
20230603:0010;0.0
20230603:0110;0.0
20230603:0210;0.0
20230603:0310;0.0
20230603:0410;5.16
20230603:0510;7.2
20230603:0610;115.06
20230603:0710;143.91
20230603:0810;302.33
20230603:0910;489.81
20230603:1010;540.25
20230603:1110;583.69
20230603:1210;515.92
20230603:1310;578.41
20230603:1410;484.64
20230603:1510;365.88
20230603:1610;121.18
20230603:1710;13.74
20230603:1810;4.48
20230603:1910;0.0
20230603:2010;0.0
20230603:2110;0.0
20230603:2210;0.0
20230603:2310;0.0
20230604:0010;0.0
20230604:0110;0.0
20230604:0210;0.0
20230604:0310;0.0
20230604:0410;5.12
20230604:0510;50.99
20230604:0610;134.98
20230604:0710;174.7
20230604:0810;312.07
20230604:0910;349.44
20230604:1010;447.73
20230604:1110;524.57
20230604:1210;677.33
20230604:1310;555.4
20230604:1410;109.95
20230604:1510;26.72
20230604:1610;30.45
20230604:1710;50.6
20230604:1810;24.03
20230604:1910;0.0
20230604:2010;0.0
20230604:2110;0.0
20230604:2210;0.0
20230604:2310;0.0
20230605:0010;0.0
20230605:0110;0.0
20230605:0210;0.0
20230605:0310;0.0
20230605:0410;5.13
20230605:0510;38.13
20230605:0610;145.59
20230605:0710;332.34
20230605:0810;358.16
20230605:0910;413.8
20230605:1010;356.97
20230605:1110;575.72
20230605:1210;664.61
20230605:1310;587.63
20230605:1410;543.28
20230605:1510;422.96
20230605:1610;223.34
20230605:1710;69.84
20230605:1810;21.79
20230605:1910;0.0
20230605:2010;0.0
20230605:2110;0.0
20230605:2210;0.0
20230605:2310;0.0
20230606:0010;0.0
20230606:0110;0.0
20230606:0210;0.0
20230606:0310;0.0
20230606:0410;3.24
20230606:0510;52.58
20230606:0610;143.3
20230606:0710;0.0
20230606:0810;369.09
20230606:0910;445.39
20230606:1010;475.01
20230606:1110;587.59
20230606:1210;579.61
20230606:1310;649.84
20230606:1410;555.51
20230606:1510;411.33
20230606:1610;236.75
20230606:1710;79.06
20230606:1810;24.83
20230606:1910;0.0
20230606:2010;0.0
20230606:2110;0.0
20230606:2210;0.0
20230606:2310;0.0
20230607:0010;0.0
20230607:0110;0.0
20230607:0210;0.0
20230607:0310;0.0
20230607:0410;5.59
20230607:0510;3.18
20230607:0610;127.37
20230607:0710;286.25
20230607:0810;456.35
20230607:0910;606.65
20230607:1010;697.25
20230607:1110;736.69
20230607:1210;669.25
20230607:1310;643.68
20230607:1410;559.62
20230607:1510;420.67
20230607:1610;242.02
20230607:1710;72.79
20230607:1810;23.18
20230607:1910;0.0
20230607:2010;0.0
20230607:2110;0.0
20230607:2210;0.0
20230607:2310;0.0
20230608:0010;0.0
20230608:0110;0.0
20230608:0210;0.0
20230608:0310;0.0
20230608:0410;0.0
20230608:0510;8.2
20230608:0610;76.79
20230608:0710;225.16
20230608:0810;291.81
20230608:0910;433.54
20230608:1010;355.54
20230608:1110;569.91
20230608:1210;466.98
20230608:1310;602.04
20230608:1410;404.98
20230608:1510;332.13
20230608:1610;220.64
20230608:1710;71.45
20230608:1810;26.01
20230608:1910;0.0
20230608:2010;0.0
20230608:2110;0.0
20230608:2210;0.0
20230608:2310;0.0
