time;P
20230223:0010;0.0
20230223:0110;0.0
20230223:0210;0.0
20230223:0310;0.0
20230223:0410;0.0
20230223:0510;0.0
20230223:0610;0.0
20230223:0710;47.6
20230223:0810;181.52
20230223:0910;165.06
20230223:1010;485.82
20230223:1110;530.59
20230223:1210;446.41
20230223:1310;446.84
20230223:1410;200.29
20230223:1510;99.43
20230223:1610;26.13
20230223:1710;0.0
20230223:1810;0.0
20230223:1910;0.0
20230223:2010;0.0
20230223:2110;0.0
20230223:2210;0.0
20230223:2310;0.0
20230224:0010;0.0
20230224:0110;0.0
20230224:0210;0.0
20230224:0310;0.0
20230224:0410;0.0
20230224:0510;0.0
20230224:0610;0.0
20230224:0710;24.35
20230224:0810;89.44
20230224:0910;549.62
20230224:1010;140.94
20230224:1110;90.17
20230224:1210;50.16
20230224:1310;103.57
20230224:1410;45.5
20230224:1510;39.67
20230224:1610;17.82
20230224:1710;0.0
20230224:1810;0.0
20230224:1910;0.0
20230224:2010;0.0
20230224:2110;0.0
20230224:2210;0.0
20230224:2310;0.0
20230225:0010;0.0
20230225:0110;0.0
20230225:0210;0.0
20230225:0310;0.0
20230225:0410;0.0
20230225:0510;0.0
20230225:0610;0.0
20230225:0710;111.06
20230225:0810;127.47
20230225:0910;132.63
20230225:1010;259.56
20230225:1110;658.85
20230225:1210;678.59
20230225:1310;572.91
20230225:1410;287.33
20230225:1510;266.58
20230225:1610;56.27
20230225:1710;0.0
20230225:1810;0.0
20230225:1910;0.0
20230225:2010;0.0
20230225:2110;0.0
20230225:2210;0.0
20230225:2310;0.0
20230226:0010;0.0
20230226:0110;0.0
20230226:0210;0.0
20230226:0310;0.0
20230226:0410;0.0
20230226:0510;0.0
20230226:0610;0.0
20230226:0710;88.24
20230226:0810;36.7
20230226:0910;44.43
20230226:1010;43.11
20230226:1110;85.43
20230226:1210;30.28
20230226:1310;31.76
20230226:1410;29.5
20230226:1510;35.49
20230226:1610;33.01
20230226:1710;0.0
20230226:1810;0.0
20230226:1910;0.0
20230226:2010;0.0
20230226:2110;0.0
20230226:2210;0.0
20230226:2310;0.0
20230227:0010;0.0
20230227:0110;0.0
20230227:0210;0.0
20230227:0310;0.0
20230227:0410;0.0
20230227:0510;0.0
20230227:0610;0.0
20230227:0710;48.3
20230227:0810;89.51
20230227:0910;90.67
20230227:1010;53.49
20230227:1110;152.7
20230227:1210;67.33
20230227:1310;214.43
20230227:1410;105.71
20230227:1510;78.64
20230227:1610;79.49
20230227:1710;0.0
20230227:1810;0.0
20230227:1910;0.0
20230227:2010;0.0
20230227:2110;0.0
20230227:2210;0.0
20230227:2310;0.0
20230228:0010;0.0
20230228:0110;0.0
20230228:0210;0.0
20230228:0310;0.0
20230228:0410;0.0
20230228:0510;0.0
20230228:0610;0.0
20230228:0710;103.99
20230228:0810;147.29
20230228:0910;89.22
20230228:1010;89.6
20230228:1110;79.53
20230228:1210;200.96
20230228:1310;307.58
20230228:1410;358.16
20230228:1510;473.52
20230228:1610;200.45
20230228:1710;0.0
20230228:1810;0.0
20230228:1910;0.0
20230228:2010;0.0
20230228:2110;0.0
20230228:2210;0.0
20230228:2310;0.0
20230301:0010;0.0
20230301:0110;0.0
20230301:0210;0.0
20230301:0310;0.0
20230301:0410;0.0
20230301:0510;0.0
20230301:0610;0.0
20230301:0710;59.42
20230301:0810;119.58
20230301:0910;120.84
20230301:1010;117.49
20230301:1110;212.12
20230301:1210;75.73
20230301:1310;74.91
20230301:1410;118.32
20230301:1510;51.61
20230301:1610;10.48
20230301:1710;0.0
20230301:1810;0.0
20230301:1910;0.0
20230301:2010;0.0
20230301:2110;0.0
20230301:2210;0.0
20230301:2310;0.0
20230302:0010;0.0
20230302:0110;0.0
20230302:0210;0.0
20230302:0310;0.0
20230302:0410;0.0
20230302:0510;0.0
20230302:0610;0.0
20230302:0710;62.29
20230302:0810;235.74
20230302:0910;337.86
20230302:1010;95.28
20230302:1110;73.58
20230302:1210;75.72
20230302:1310;41.02
20230302:1410;287.38
20230302:1510;49.93
20230302:1610;53.8
20230302:1710;0.0
20230302:1810;0.0
20230302:1910;0.0
20230302:2010;0.0
20230302:2110;0.0
20230302:2210;0.0
20230302:2310;0.0
20230303:0010;0.0
20230303:0110;0.0
20230303:0210;0.0
20230303:0310;0.0
20230303:0410;0.0
20230303:0510;0.0
20230303:0610;0.0
20230303:0710;147.85
20230303:0810;339.49
20230303:0910;599.91
20230303:1010;719.84
20230303:1110;795.98
20230303:1210;759.72
20230303:1310;731.81
20230303:1410;617.38
20230303:1510;437.97
20230303:1610;152.65
20230303:1710;0.0
20230303:1810;0.0
20230303:1910;0.0
20230303:2010;0.0
20230303:2110;0.0
20230303:2210;0.0
20230303:2310;0.0
20230304:0010;0.0
20230304:0110;0.0
20230304:0210;0.0
20230304:0310;0.0
20230304:0410;0.0
20230304:0510;0.0
20230304:0610;0.0
20230304:0710;216.86
20230304:0810;457.27
20230304:0910;631.94
20230304:1010;736.09
20230304:1110;778.7
20230304:1210;744.03
20230304:1310;729.1
20230304:1410;610.25
20230304:1510;433.64
20230304:1610;183.5
20230304:1710;0.0
20230304:1810;0.0
20230304:1910;0.0
20230304:2010;0.0
20230304:2110;0.0
20230304:2210;0.0
20230304:2310;0.0
20230305:0010;0.0
20230305:0110;0.0
20230305:0210;0.0
20230305:0310;0.0
20230305:0410;0.0
20230305:0510;0.0
20230305:0610;0.0
20230305:0710;214.34
20230305:0810;461.0
20230305:0910;630.8
20230305:1010;729.6
20230305:1110;776.03
20230305:1210;732.58
20230305:1310;728.27
20230305:1410;619.8
20230305:1510;441.52
20230305:1610;184.67
20230305:1710;0.0
20230305:1810;0.0
20230305:1910;0.0
20230305:2010;0.0
20230305:2110;0.0
20230305:2210;0.0
20230305:2310;0.0
20230306:0010;0.0
20230306:0110;0.0
20230306:0210;0.0
20230306:0310;0.0
20230306:0410;0.0
20230306:0510;0.0
20230306:0610;0.0
20230306:0710;103.72
20230306:0810;249.31
20230306:0910;301.12
20230306:1010;475.98
20230306:1110;739.58
20230306:1210;624.36
20230306:1310;444.56
20230306:1410;465.03
20230306:1510;369.73
20230306:1610;98.5
20230306:1710;0.0
20230306:1810;0.0
20230306:1910;0.0
20230306:2010;0.0
20230306:2110;0.0
20230306:2210;0.0
20230306:2310;0.0
20230307:0010;0.0
20230307:0110;0.0
20230307:0210;0.0
20230307:0310;0.0
20230307:0410;0.0
20230307:0510;0.0
20230307:0610;0.0
20230307:0710;157.02
20230307:0810;377.86
20230307:0910;498.31
20230307:1010;698.9
20230307:1110;375.83
20230307:1210;297.08
20230307:1310;281.92
20230307:1410;43.33
20230307:1510;113.08
20230307:1610;59.05
20230307:1710;0.0
20230307:1810;0.0
20230307:1910;0.0
20230307:2010;0.0
20230307:2110;0.0
20230307:2210;0.0
20230307:2310;0.0
20230308:0010;0.0
20230308:0110;0.0
20230308:0210;0.0
20230308:0310;0.0
20230308:0410;0.0
20230308:0510;0.0
20230308:0610;0.0
20230308:0710;165.58
20230308:0810;168.84
20230308:0910;218.56
20230308:1010;219.21
20230308:1110;682.57
20230308:1210;686.62
20230308:1310;459.18
20230308:1410;283.24
20230308:1510;175.93
20230308:1610;97.06
20230308:1710;0.0
20230308:1810;0.0
20230308:1910;0.0
20230308:2010;0.0
20230308:2110;0.0
20230308:2210;0.0
20230308:2310;0.0
20230309:0010;0.0
20230309:0110;0.0
20230309:0210;0.0
20230309:0310;0.0
20230309:0410;0.0
20230309:0510;0.0
20230309:0610;0.82
20230309:0710;97.49
20230309:0810;255.4
20230309:0910;590.84
20230309:1010;667.08
20230309:1110;741.88
20230309:1210;752.92
20230309:1310;567.73
20230309:1410;292.88
20230309:1510;191.96
20230309:1610;172.86
20230309:1710;0.0
20230309:1810;0.0
20230309:1910;0.0
20230309:2010;0.0
20230309:2110;0.0
20230309:2210;0.0
20230309:2310;0.0
20230310:0010;0.0
20230310:0110;0.0
20230310:0210;0.0
20230310:0310;0.0
20230310:0410;0.0
20230310:0510;0.0
20230310:0610;0.0
20230310:0710;62.01
20230310:0810;386.65
20230310:0910;617.43
20230310:1010;581.3
20230310:1110;750.38
20230310:1210;782.41
20230310:1310;745.19
20230310:1410;636.44
20230310:1510;453.98
20230310:1610;147.76
20230310:1710;0.0
20230310:1810;0.0
20230310:1910;0.0
20230310:2010;0.0
20230310:2110;0.0
20230310:2210;0.0
20230310:2310;0.0
20230311:0010;0.0
20230311:0110;0.0
20230311:0210;0.0
20230311:0310;0.0
20230311:0410;0.0
20230311:0510;0.0
20230311:0610;0.0
20230311:0710;171.82
20230311:0810;434.97
20230311:0910;623.4
20230311:1010;730.56
20230311:1110;786.97
20230311:1210;769.1
20230311:1310;719.3
20230311:1410;606.96
20230311:1510;434.85
20230311:1610;193.76
20230311:1710;0.07
20230311:1810;0.0
20230311:1910;0.0
20230311:2010;0.0
20230311:2110;0.0
20230311:2210;0.0
20230311:2310;0.0
20230312:0010;0.0
20230312:0110;0.0
20230312:0210;0.0
20230312:0310;0.0
20230312:0410;0.0
20230312:0510;0.0
20230312:0610;3.93
20230312:0710;229.04
20230312:0810;465.7
20230312:0910;642.22
20230312:1010;747.66
20230312:1110;786.95
20230312:1210;806.9
20230312:1310;742.32
20230312:1410;625.28
20230312:1510;444.86
20230312:1610;127.07
20230312:1710;0.4
20230312:1810;0.0
20230312:1910;0.0
20230312:2010;0.0
20230312:2110;0.0
20230312:2210;0.0
20230312:2310;0.0
20230313:0010;0.0
20230313:0110;0.0
20230313:0210;0.0
20230313:0310;0.0
20230313:0410;0.0
20230313:0510;0.0
20230313:0610;2.5
20230313:0710;76.2
20230313:0810;54.12
20230313:0910;202.36
20230313:1010;217.71
20230313:1110;327.3
20230313:1210;192.31
20230313:1310;98.9
20230313:1410;61.49
20230313:1510;65.97
20230313:1610;11.82
20230313:1710;0.0
20230313:1810;0.0
20230313:1910;0.0
20230313:2010;0.0
20230313:2110;0.0
20230313:2210;0.0
20230313:2310;0.0
20230314:0010;0.0
20230314:0110;0.0
20230314:0210;0.0
20230314:0310;0.0
20230314:0410;0.0
20230314:0510;0.0
20230314:0610;1.17
20230314:0710;228.93
20230314:0810;295.81
20230314:0910;465.48
20230314:1010;687.32
20230314:1110;467.31
20230314:1210;508.78
20230314:1310;267.92
20230314:1410;163.45
20230314:1510;59.68
20230314:1610;55.94
20230314:1710;0.0
20230314:1810;0.0
20230314:1910;0.0
20230314:2010;0.0
20230314:2110;0.0
20230314:2210;0.0
20230314:2310;0.0
20230315:0010;0.0
20230315:0110;0.0
20230315:0210;0.0
20230315:0310;0.0
20230315:0410;0.0
20230315:0510;0.0
20230315:0610;8.92
20230315:0710;270.97
20230315:0810;504.79
20230315:0910;698.93
20230315:1010;820.71
20230315:1110;888.72
20230315:1210;873.19
20230315:1310;790.45
20230315:1410;581.64
20230315:1510;401.08
20230315:1610;224.11
20230315:1710;2.39
20230315:1810;0.0
20230315:1910;0.0
20230315:2010;0.0
20230315:2110;0.0
20230315:2210;0.0
20230315:2310;0.0
20230316:0010;0.0
20230316:0110;0.0
20230316:0210;0.0
20230316:0310;0.0
20230316:0410;0.0
20230316:0510;0.0
20230316:0610;9.4
20230316:0710;264.04
20230316:0810;470.58
20230316:0910;653.52
20230316:1010;766.13
20230316:1110;811.82
20230316:1210;810.21
20230316:1310;726.14
20230316:1410;622.3
20230316:1510;385.49
20230316:1610;213.43
20230316:1710;2.37
20230316:1810;0.0
20230316:1910;0.0
20230316:2010;0.0
20230316:2110;0.0
20230316:2210;0.0
20230316:2310;0.0
20230317:0010;0.0
20230317:0110;0.0
20230317:0210;0.0
20230317:0310;0.0
20230317:0410;0.0
20230317:0510;0.0
20230317:0610;10.09
20230317:0710;251.65
20230317:0810;452.6
20230317:0910;612.77
20230317:1010;705.36
20230317:1110;726.26
20230317:1210;720.91
20230317:1310;698.09
20230317:1410;391.75
20230317:1510;412.0
20230317:1610;135.16
20230317:1710;3.29
20230317:1810;0.0
20230317:1910;0.0
20230317:2010;0.0
20230317:2110;0.0
20230317:2210;0.0
20230317:2310;0.0
20230318:0010;0.0
20230318:0110;0.0
20230318:0210;0.0
20230318:0310;0.0
20230318:0410;0.0
20230318:0510;0.0
20230318:0610;11.84
20230318:0710;250.57
20230318:0810;473.51
20230318:0910;633.29
20230318:1010;737.24
20230318:1110;753.32
20230318:1210;734.39
20230318:1310;696.43
20230318:1410;520.57
20230318:1510;408.28
20230318:1610;179.71
20230318:1710;3.7
20230318:1810;0.0
20230318:1910;0.0
20230318:2010;0.0
20230318:2110;0.0
20230318:2210;0.0
20230318:2310;0.0
20230319:0010;0.0
20230319:0110;0.0
20230319:0210;0.0
20230319:0310;0.0
20230319:0410;0.0
20230319:0510;0.0
20230319:0610;12.72
20230319:0710;240.82
20230319:0810;319.9
20230319:0910;605.84
20230319:1010;663.62
20230319:1110;403.46
20230319:1210;491.15
20230319:1310;265.66
20230319:1410;518.97
20230319:1510;164.77
20230319:1610;41.89
20230319:1710;0.0
20230319:1810;0.0
20230319:1910;0.0
20230319:2010;0.0
20230319:2110;0.0
20230319:2210;0.0
20230319:2310;0.0
20230320:0010;0.0
20230320:0110;0.0
20230320:0210;0.0
20230320:0310;0.0
20230320:0410;0.0
20230320:0510;0.0
20230320:0610;16.06
20230320:0710;118.92
20230320:0810;289.66
20230320:0910;576.94
20230320:1010;715.54
20230320:1110;724.69
20230320:1210;779.86
20230320:1310;737.95
20230320:1410;613.24
20230320:1510;436.66
20230320:1610;213.83
20230320:1710;6.16
20230320:1810;0.0
20230320:1910;0.0
20230320:2010;0.0
20230320:2110;0.0
20230320:2210;0.0
20230320:2310;0.0
20230321:0010;0.0
20230321:0110;0.0
20230321:0210;0.0
20230321:0310;0.0
20230321:0410;0.0
20230321:0510;0.0
20230321:0610;18.46
20230321:0710;0.0
20230321:0810;0.0
20230321:0910;611.28
20230321:1010;697.86
20230321:1110;756.19
20230321:1210;755.15
20230321:1310;666.7
20230321:1410;493.05
20230321:1510;290.46
20230321:1610;126.45
20230321:1710;8.2
20230321:1810;0.0
20230321:1910;0.0
20230321:2010;0.0
20230321:2110;0.0
20230321:2210;0.0
20230321:2310;0.0
20230322:0010;0.0
20230322:0110;0.0
20230322:0210;0.0
20230322:0310;0.0
20230322:0410;0.0
20230322:0510;0.0
20230322:0610;19.51
20230322:0710;0.0
20230322:0810;461.42
20230322:0910;617.65
20230322:1010;720.47
20230322:1110;780.44
20230322:1210;787.87
20230322:1310;711.01
20230322:1410;583.43
20230322:1510;429.75
20230322:1610;191.19
20230322:1710;8.15
20230322:1810;0.0
20230322:1910;0.0
20230322:2010;0.0
20230322:2110;0.0
20230322:2210;0.0
20230322:2310;0.0
20230323:0010;0.0
20230323:0110;0.0
20230323:0210;0.0
20230323:0310;0.0
20230323:0410;0.0
20230323:0510;0.0
20230323:0610;12.07
20230323:0710;68.19
20230323:0810;205.78
20230323:0910;630.86
20230323:1010;752.75
20230323:1110;801.6
20230323:1210;768.5
20230323:1310;737.97
20230323:1410;583.64
20230323:1510;404.13
20230323:1610;145.28
20230323:1710;9.96
20230323:1810;0.0
20230323:1910;0.0
20230323:2010;0.0
20230323:2110;0.0
20230323:2210;0.0
20230323:2310;0.0
20230324:0010;0.0
20230324:0110;0.0
20230324:0210;0.0
20230324:0310;0.0
20230324:0410;0.0
20230324:0510;0.0
20230324:0610;16.19
20230324:0710;34.06
20230324:0810;73.51
20230324:0910;230.15
20230324:1010;228.59
20230324:1110;237.94
20230324:1210;194.06
20230324:1310;84.98
20230324:1410;51.97
20230324:1510;45.56
20230324:1610;83.72
20230324:1710;10.54
20230324:1810;0.0
20230324:1910;0.0
20230324:2010;0.0
20230324:2110;0.0
20230324:2210;0.0
20230324:2310;0.0
20230325:0010;0.0
20230325:0110;0.0
20230325:0210;0.0
20230325:0310;0.0
20230325:0410;0.0
20230325:0510;0.0
20230325:0610;20.1
20230325:0710;287.18
20230325:0810;505.02
20230325:0910;668.76
20230325:1010;780.43
20230325:1110;843.77
20230325:1210;858.29
20230325:1310;767.86
20230325:1410;627.87
20230325:1510;451.8
20230325:1610;226.85
20230325:1710;11.51
20230325:1810;0.0
20230325:1910;0.0
20230325:2010;0.0
20230325:2110;0.0
20230325:2210;0.0
20230325:2310;0.0
20230326:0010;0.0
20230326:0110;0.0
20230326:0210;0.0
20230326:0310;0.0
20230326:0410;0.0
20230326:0510;0.0
20230326:0610;25.55
20230326:0710;105.26
20230326:0810;383.51
20230326:0910;386.43
20230326:1010;523.73
20230326:1110;275.21
20230326:1210;92.14
20230326:1310;77.07
20230326:1410;56.61
20230326:1510;63.4
20230326:1610;224.67
20230326:1710;11.07
20230326:1810;0.0
20230326:1910;0.0
20230326:2010;0.0
20230326:2110;0.0
20230326:2210;0.0
20230326:2310;0.0
20230327:0010;0.0
20230327:0110;0.0
20230327:0210;0.0
20230327:0310;0.0
20230327:0410;0.0
20230327:0510;0.0
20230327:0610;20.77
20230327:0710;307.24
20230327:0810;523.92
20230327:0910;694.09
20230327:1010;805.82
20230327:1110;860.16
20230327:1210;876.83
20230327:1310;790.38
20230327:1410;643.56
20230327:1510;462.84
20230327:1610;242.08
20230327:1710;11.16
20230327:1810;0.0
20230327:1910;0.0
20230327:2010;0.0
20230327:2110;0.0
20230327:2210;0.0
20230327:2310;0.0
20230328:0010;0.0
20230328:0110;0.0
20230328:0210;0.0
20230328:0310;0.0
20230328:0410;0.0
20230328:0510;0.0
20230328:0610;22.93
20230328:0710;312.31
20230328:0810;528.12
20230328:0910;675.14
20230328:1010;724.05
20230328:1110;819.94
20230328:1210;819.81
20230328:1310;755.56
20230328:1410;637.19
20230328:1510;460.28
20230328:1610;239.72
20230328:1710;11.18
20230328:1810;0.0
20230328:1910;0.0
20230328:2010;0.0
20230328:2110;0.0
20230328:2210;0.0
20230328:2310;0.0
20230329:0010;0.0
20230329:0110;0.0
20230329:0210;0.0
20230329:0310;0.0
20230329:0410;0.0
20230329:0510;0.0
20230329:0610;31.3
20230329:0710;263.74
20230329:0810;507.87
20230329:0910;647.33
20230329:1010;752.59
20230329:1110;613.09
20230329:1210;778.08
20230329:1310;727.45
20230329:1410;612.01
20230329:1510;439.31
20230329:1610;213.26
20230329:1710;15.17
20230329:1810;0.0
20230329:1910;0.0
20230329:2010;0.0
20230329:2110;0.0
20230329:2210;0.0
20230329:2310;0.0
20230330:0010;0.0
20230330:0110;0.0
20230330:0210;0.0
20230330:0310;0.0
20230330:0410;0.0
20230330:0510;0.0
20230330:0610;2.38
20230330:0710;12.67
20230330:0810;118.42
20230330:0910;90.39
20230330:1010;234.62
20230330:1110;147.71
20230330:1210;243.57
20230330:1310;442.05
20230330:1410;288.6
20230330:1510;184.24
20230330:1610;216.01
20230330:1710;14.67
20230330:1810;0.0
20230330:1910;0.0
20230330:2010;0.0
20230330:2110;0.0
20230330:2210;0.0
20230330:2310;0.0
20230331:0010;0.0
20230331:0110;0.0
20230331:0210;0.0
20230331:0310;0.0
20230331:0410;0.0
20230331:0510;0.0
20230331:0610;66.59
20230331:0710;141.66
20230331:0810;337.75
20230331:0910;321.05
20230331:1010;365.37
20230331:1110;237.75
20230331:1210;262.6
20230331:1310;256.24
20230331:1410;425.4
20230331:1510;394.11
20230331:1610;225.76
20230331:1710;16.94
20230331:1810;0.0
20230331:1910;0.0
20230331:2010;0.0
20230331:2110;0.0
20230331:2210;0.0
20230331:2310;0.0
20230401:0010;0.0
20230401:0110;0.0
20230401:0210;0.0
20230401:0310;0.0
20230401:0410;0.0
20230401:0510;0.0
20230401:0610;81.08
20230401:0710;317.42
20230401:0810;520.6
20230401:0910;684.12
20230401:1010;785.38
20230401:1110;831.12
20230401:1210;841.63
20230401:1310;742.52
20230401:1410;578.37
20230401:1510;472.69
20230401:1610;160.68
20230401:1710;18.59
20230401:1810;0.0
20230401:1910;0.0
20230401:2010;0.0
20230401:2110;0.0
20230401:2210;0.0
20230401:2310;0.0
20230402:0010;0.0
20230402:0110;0.0
20230402:0210;0.0
20230402:0310;0.0
20230402:0410;0.0
20230402:0510;0.0
20230402:0610;38.13
20230402:0710;285.45
20230402:0810;502.28
20230402:0910;430.37
20230402:1010;773.0
20230402:1110;832.92
20230402:1210;849.94
20230402:1310;765.79
20230402:1410;637.87
20230402:1510;455.73
20230402:1610;238.85
20230402:1710;35.1
20230402:1810;0.0
20230402:1910;0.0
20230402:2010;0.0
20230402:2110;0.0
20230402:2210;0.0
20230402:2310;0.0
20230403:0010;0.0
20230403:0110;0.0
20230403:0210;0.0
20230403:0310;0.0
20230403:0410;0.0
20230403:0510;0.0
20230403:0610;86.22
20230403:0710;311.81
20230403:0810;513.15
20230403:0910;678.27
20230403:1010;785.93
20230403:1110;850.72
20230403:1210;861.55
20230403:1310;768.62
20230403:1410;641.45
20230403:1510;459.69
20230403:1610;235.04
20230403:1710;29.27
20230403:1810;0.0
20230403:1910;0.0
20230403:2010;0.0
20230403:2110;0.0
20230403:2210;0.0
20230403:2310;0.0
20230404:0010;0.0
20230404:0110;0.0
20230404:0210;0.0
20230404:0310;0.0
20230404:0410;0.0
20230404:0510;0.0
20230404:0610;58.4
20230404:0710;214.53
20230404:0810;544.81
20230404:0910;711.6
20230404:1010;816.2
20230404:1110;864.78
20230404:1210;877.02
20230404:1310;792.87
20230404:1410;662.28
20230404:1510;471.86
20230404:1610;248.5
20230404:1710;37.37
20230404:1810;0.0
20230404:1910;0.0
20230404:2010;0.0
20230404:2110;0.0
20230404:2210;0.0
20230404:2310;0.0
20230405:0010;0.0
20230405:0110;0.0
20230405:0210;0.0
20230405:0310;0.0
20230405:0410;0.0
20230405:0510;0.0
20230405:0610;91.22
20230405:0710;320.85
20230405:0810;532.98
20230405:0910;701.07
20230405:1010;805.01
20230405:1110;853.69
20230405:1210;863.14
20230405:1310;750.84
20230405:1410;648.28
20230405:1510;467.32
20230405:1610;196.02
20230405:1710;37.14
20230405:1810;0.0
20230405:1910;0.0
20230405:2010;0.0
20230405:2110;0.0
20230405:2210;0.0
20230405:2310;0.0
20230406:0010;0.0
20230406:0110;0.0
20230406:0210;0.0
20230406:0310;0.0
20230406:0410;0.0
20230406:0510;0.0
20230406:0610;92.78
20230406:0710;314.84
20230406:0810;519.71
20230406:0910;674.21
20230406:1010;702.12
20230406:1110;683.01
20230406:1210;315.55
20230406:1310;545.47
20230406:1410;353.94
20230406:1510;347.18
20230406:1610;104.05
20230406:1710;38.01
20230406:1810;0.0
20230406:1910;0.0
20230406:2010;0.0
20230406:2110;0.0
20230406:2210;0.0
20230406:2310;0.0
20230407:0010;0.0
20230407:0110;0.0
20230407:0210;0.0
20230407:0310;0.0
20230407:0410;0.0
20230407:0510;0.0
20230407:0610;95.48
20230407:0710;316.42
20230407:0810;519.04
20230407:0910;535.56
20230407:1010;389.07
20230407:1110;115.44
20230407:1210;86.39
20230407:1310;48.25
20230407:1410;47.58
20230407:1510;114.85
20230407:1610;143.89
20230407:1710;25.59
20230407:1810;0.0
20230407:1910;0.0
20230407:2010;0.0
20230407:2110;0.0
20230407:2210;0.0
20230407:2310;0.0
20230408:0010;0.0
20230408:0110;0.0
20230408:0210;0.0
20230408:0310;0.0
20230408:0410;0.0
20230408:0510;0.0
20230408:0610;96.99
20230408:0710;323.34
20230408:0810;530.05
20230408:0910;682.38
20230408:1010;773.21
20230408:1110;809.11
20230408:1210;806.29
20230408:1310;740.19
20230408:1410;624.57
20230408:1510;432.92
20230408:1610;238.74
20230408:1710;38.34
20230408:1810;0.0
20230408:1910;0.0
20230408:2010;0.0
20230408:2110;0.0
20230408:2210;0.0
20230408:2310;0.0
20230409:0010;0.0
20230409:0110;0.0
20230409:0210;0.0
20230409:0310;0.0
20230409:0410;0.0
20230409:0510;0.0
20230409:0610;102.08
20230409:0710;333.72
20230409:0810;511.31
20230409:0910;671.92
20230409:1010;773.33
20230409:1110;753.99
20230409:1210;728.08
20230409:1310;673.7
20230409:1410;622.91
20230409:1510;450.28
20230409:1610;238.27
20230409:1710;39.68
20230409:1810;0.0
20230409:1910;0.0
20230409:2010;0.0
20230409:2110;0.0
20230409:2210;0.0
20230409:2310;0.0
20230410:0010;0.0
20230410:0110;0.0
20230410:0210;0.0
20230410:0310;0.0
20230410:0410;0.0
20230410:0510;0.0
20230410:0610;77.59
20230410:0710;270.73
20230410:0810;475.1
20230410:0910;335.63
20230410:1010;687.62
20230410:1110;715.9
20230410:1210;785.95
20230410:1310;714.99
20230410:1410;420.29
20230410:1510;279.17
20230410:1610;122.26
20230410:1710;31.83
20230410:1810;0.0
20230410:1910;0.0
20230410:2010;0.0
20230410:2110;0.0
20230410:2210;0.0
20230410:2310;0.0
20230411:0010;0.0
20230411:0110;0.0
20230411:0210;0.0
20230411:0310;0.0
20230411:0410;0.0
20230411:0510;0.0
20230411:0610;84.14
20230411:0710;274.04
20230411:0810;361.25
20230411:0910;572.83
20230411:1010;724.11
20230411:1110;657.2
20230411:1210;770.74
20230411:1310;711.71
20230411:1410;599.39
20230411:1510;435.85
20230411:1610;231.11
20230411:1710;39.89
20230411:1810;0.0
20230411:1910;0.0
20230411:2010;0.0
20230411:2110;0.0
20230411:2210;0.0
20230411:2310;0.0
20230412:0010;0.0
20230412:0110;0.0
20230412:0210;0.0
20230412:0310;0.0
20230412:0410;0.0
20230412:0510;0.43
20230412:0610;27.16
20230412:0710;85.13
20230412:0810;152.91
20230412:0910;527.63
20230412:1010;457.2
20230412:1110;227.51
20230412:1210;81.0
20230412:1310;60.63
20230412:1410;52.37
20230412:1510;77.1
20230412:1610;42.41
20230412:1710;12.35
20230412:1810;0.0
20230412:1910;0.0
20230412:2010;0.0
20230412:2110;0.0
20230412:2210;0.0
20230412:2310;0.0
20230413:0010;0.0
20230413:0110;0.0
20230413:0210;0.0
20230413:0310;0.0
20230413:0410;0.0
20230413:0510;2.42
20230413:0610;18.72
20230413:0710;219.24
20230413:0810;167.25
20230413:0910;54.12
20230413:1010;57.29
20230413:1110;126.09
20230413:1210;100.55
20230413:1310;135.37
20230413:1410;80.21
20230413:1510;65.63
20230413:1610;63.35
20230413:1710;36.4
20230413:1810;0.0
20230413:1910;0.0
20230413:2010;0.0
20230413:2110;0.0
20230413:2210;0.0
20230413:2310;0.0
20230414:0010;0.0
20230414:0110;0.0
20230414:0210;0.0
20230414:0310;0.0
20230414:0410;0.0
20230414:0510;4.54
20230414:0610;117.94
20230414:0710;246.82
20230414:0810;544.2
20230414:0910;706.75
20230414:1010;650.87
20230414:1110;828.59
20230414:1210;821.84
20230414:1310;749.41
20230414:1410;632.96
20230414:1510;449.36
20230414:1610;248.12
20230414:1710;39.79
20230414:1810;0.0
20230414:1910;0.0
20230414:2010;0.0
20230414:2110;0.0
20230414:2210;0.0
20230414:2310;0.0
20230415:0010;0.0
20230415:0110;0.0
20230415:0210;0.0
20230415:0310;0.0
20230415:0410;0.0
20230415:0510;5.43
20230415:0610;112.7
20230415:0710;333.6
20230415:0810;525.45
20230415:0910;656.84
20230415:1010;552.62
20230415:1110;486.61
20230415:1210;374.6
20230415:1310;489.62
20230415:1410;582.33
20230415:1510;439.77
20230415:1610;140.56
20230415:1710;44.45
20230415:1810;0.0
20230415:1910;0.0
20230415:2010;0.0
20230415:2110;0.0
20230415:2210;0.0
20230415:2310;0.0
20230416:0010;0.0
20230416:0110;0.0
20230416:0210;0.0
20230416:0310;0.0
20230416:0410;0.0
20230416:0510;7.14
20230416:0610;113.56
20230416:0710;336.08
20230416:0810;534.41
20230416:0910;681.79
20230416:1010;773.6
20230416:1110;781.59
20230416:1210;772.32
20230416:1310;656.25
20230416:1410;553.57
20230416:1510;379.27
20230416:1610;204.26
20230416:1710;36.5
20230416:1810;0.0
20230416:1910;0.0
20230416:2010;0.0
20230416:2110;0.0
20230416:2210;0.0
20230416:2310;0.0
