Hour,Date,True_Price,Forecast_Price,PSO_Action,PSO_SOC,PSO_Instant_Profit,PSO_Cumulative_Profit,PPO_Action,PPO_SOC,PPO_Instant_Profit,PPO_Cumulative_Profit
2685,2024-04-21,103.29399,103.29399,-2.0,0.09999999999999998,-0.0,23155.73454489553,-0.8200000000000001,0.09999999999999998,-0.0,9675.495713562163
2686,2024-04-21,100.0,100.0,-1.9523107249414358,0.09999999999999998,-0.0,23155.73454489553,-0.8200000000000001,0.09999999999999998,-0.0,9675.495713562163
2687,2024-04-22,101.14,101.14,-1.3832898128432511,0.09999999999999998,-0.0,23155.73454489553,-1.96,0.09999999999999998,-0.0,9675.495713562163
2688,2024-04-22,93.99,93.99,-0.8275156311769299,0.09999999999999998,-0.0,23155.73454489553,-1.96,0.09999999999999998,-0.0,9675.495713562163
2689,2024-04-22,93.99,93.99,-2.0,0.09999999999999998,-0.0,23155.73454489553,-1.78,0.09999999999999998,-0.0,9675.495713562163
2690,2024-04-22,90.1,90.1,2.0,0.575,-180.2,22975.53454489553,-0.8200000000000001,0.09999999999999998,-0.0,9675.495713562163
2691,2024-04-22,90.1,90.1,2.0,0.9,-123.29473684210528,22852.239808053426,-0.8200000000000001,0.09999999999999998,-0.0,9675.495713562163
2692,2024-04-22,90.1,90.1,2.0,0.9,-0.0,22852.239808053426,-0.8200000000000001,0.09999999999999998,-0.0,9675.495713562163
2693,2024-04-22,106.06,106.06,2.0,0.9,-0.0,22852.239808053426,-1.42,0.09999999999999998,-0.0,9675.495713562163
2694,2024-04-22,130.05811,130.05811,1.0137917436233506,0.9,-0.0,22852.239808053426,-0.8599999999999999,0.09999999999999998,-0.0,9675.495713562163
2695,2024-04-22,140.2,140.2,-2.0,0.37368421052631584,280.4,23132.639808053427,-1.78,0.09999999999999998,-0.0,9675.495713562163
2696,2024-04-22,133.0,133.0,-2.0,0.09999999999999998,138.32000000000002,23270.959808053427,-1.82,0.09999999999999998,-0.0,9675.495713562163
2697,2024-04-22,103.66723,103.66723,-1.5905399744409408,0.09999999999999998,-0.0,23270.959808053427,-1.48,0.09999999999999998,-0.0,9675.495713562163
2698,2024-04-22,102.88458,102.88458,-1.382600711443512,0.09999999999999998,-0.0,23270.959808053427,1.94,0.56075,-199.5960852,9475.899628362162
2699,2024-04-22,100.42118,100.42118,-1.9731620497201288,0.09999999999999998,-0.0,23270.959808053427,-1.96,0.09999999999999998,175.82242300299998,9651.722051365161
2700,2024-04-22,100.28135,100.28135,-2.0,0.09999999999999998,-0.0,23270.959808053427,-1.96,0.09999999999999998,-0.0,9651.722051365161
2701,2024-04-22,101.2276,101.2276,2.0,0.575,-202.4552,23068.504608053427,-1.44,0.09999999999999998,-0.0,9651.722051365161
2702,2024-04-22,101.24003,101.24003,2.0,0.9,-138.53898842105266,22929.965619632374,1.9,0.55125,-192.356057,9459.36599436516
2703,2024-04-22,103.48665,103.48665,1.1122346056376338,0.9,-0.0,22929.965619632374,2.0,0.9,-151.9619755263158,9307.404018838844
2704,2024-04-22,106.06,106.06,0.6162243667515349,0.9,-0.0,22929.965619632374,0.020000000000000018,0.9,-0.0,9307.404018838844
2705,2024-04-22,115.23128,115.23128,2.0,0.9,-0.0,22929.965619632374,-1.78,0.43157894736842106,205.1116784,9512.515697238845
2706,2024-04-22,151.04,151.04,-1.200000000110205,0.5842105262867883,181.24800001664534,23111.21361964902,-1.4,0.09999999999999998,190.3104,9702.826097238845
2707,2024-04-22,162.54687,162.54687,-2.0,0.09999999999999998,299.0862407820866,23410.299860431107,-0.72,0.09999999999999998,-0.0,9702.826097238845
2708,2024-04-22,132.0,132.0,-2.0,0.09999999999999998,-0.0,23410.299860431107,-1.84,0.09999999999999998,-0.0,9702.826097238845
2709,2024-04-22,106.34,106.34,-1.984779926571647,0.09999999999999998,-0.0,23410.299860431107,-1.84,0.09999999999999998,-0.0,9702.826097238845
2710,2024-04-22,109.08,109.08,-0.6907896176499638,0.09999999999999998,-0.0,23410.299860431107,-1.4,0.09999999999999998,-0.0,9702.826097238845
2711,2024-04-23,99.4,99.4,-0.03329066578997314,0.09999999999999998,-0.0,23410.299860431107,-1.4,0.09999999999999998,-0.0,9702.826097238845
2712,2024-04-23,100.0,100.0,-0.30182455342574593,0.09999999999999998,-0.0,23410.299860431107,-1.4,0.09999999999999998,-0.0,9702.826097238845
2713,2024-04-23,90.23,90.23,-0.932495901634102,0.09999999999999998,-0.0,23410.299860431107,-1.28,0.09999999999999998,-0.0,9702.826097238845
2714,2024-04-23,90.1,90.1,2.0,0.575,-180.2,23230.099860431106,-1.66,0.09999999999999998,-0.0,9702.826097238845
2715,2024-04-23,90.1,90.1,2.0,0.9,-123.29473684210528,23106.805123589,-1.78,0.09999999999999998,-0.0,9702.826097238845
2716,2024-04-23,99.02,99.02,1.9786345674763497,0.9,-0.0,23106.805123589,1.1,0.36124999999999996,-108.92200000000001,9593.904097238845
2717,2024-04-23,118.8,118.8,0.37568886996655615,0.9,-0.0,23106.805123589,-1.44,0.09999999999999998,117.93869999999998,9711.842797238845
2718,2024-04-23,146.48,146.48,-2.0,0.37368421052631584,292.96,23399.765123589,-0.040000000000000036,0.09999999999999998,-0.0,9711.842797238845
2719,2024-04-23,138.18,138.18,-2.0,0.09999999999999998,143.70720000000003,23543.472323589,-0.30000000000000004,0.09999999999999998,-0.0,9711.842797238845
2720,2024-04-23,130.0,130.0,-0.5229117501635088,0.09999999999999998,-0.0,23543.472323589,-0.8599999999999999,0.09999999999999998,-0.0,9711.842797238845
2721,2024-04-23,103.5055,103.5055,-0.7666674694920783,0.09999999999999998,-0.0,23543.472323589,-1.88,0.09999999999999998,-0.0,9711.842797238845
2722,2024-04-23,101.43766,101.43766,-0.309186804115043,0.09999999999999998,-0.0,23543.472323589,-1.02,0.09999999999999998,-0.0,9711.842797238845
2723,2024-04-23,88.24734,88.24734,-1.8914820842104176,0.09999999999999998,-0.0,23543.472323589,-1.48,0.09999999999999998,-0.0,9711.842797238845
2724,2024-04-23,85.78234,85.78234,2.0,0.575,-171.56468,23371.907643589002,-1.82,0.09999999999999998,-0.0,9711.842797238845
2725,2024-04-23,88.05743,88.05743,1.5976329796698157,0.9,-120.4996410526316,23251.40800253637,1.9,0.55125,-167.309117,9544.533680238845
2726,2024-04-23,89.78852,89.78852,0.5295196731137476,0.9,-0.0,23251.40800253637,1.9,0.9,-131.8473530526316,9412.686327186213
2727,2024-04-23,93.6908,93.6908,2.0,0.9,-0.0,23251.40800253637,1.0,0.9,-0.0,9412.686327186213
2728,2024-04-23,96.13964,96.13964,2.0,0.9,-0.0,23251.40800253637,-0.6399999999999999,0.7315789473684211,61.52936959999999,9474.215696786214
2729,2024-04-23,105.35,105.35,2.0,0.9,-0.0,23251.40800253637,-1.78,0.26315789473684215,187.523,9661.738696786213
2730,2024-04-23,126.92,126.92,-1.2000001801541698,0.5842104789067974,152.30402286516724,23403.712025401535,-0.040000000000000036,0.25263157894736843,5.076800000000005,9666.815496786214
2731,2024-04-23,133.36,133.36,-2.0,0.09999999999999998,245.38237597463996,23649.094401376176,-0.6399999999999999,0.1,77.3488,9744.164296786214
2732,2024-04-23,112.81,112.81,-1.993630252899482,0.09999999999999998,-0.0,23649.094401376176,-1.28,0.1,-0.0,9744.164296786214
2733,2024-04-23,101.5,101.5,-2.0,0.09999999999999998,-0.0,23649.094401376176,-0.040000000000000036,0.1,-0.0,9744.164296786214
2734,2024-04-23,99.02,99.02,-1.4244083701166144,0.09999999999999998,-0.0,23649.094401376176,-1.4,0.1,-0.0,9744.164296786214
2735,2024-04-24,88.75,88.75,-0.4878899410422967,0.09999999999999998,-0.0,23649.094401376176,-1.4,0.1,-0.0,9744.164296786214
2736,2024-04-24,90.1,90.1,-2.0,0.09999999999999998,-0.0,23649.094401376176,-0.98,0.1,-0.0,9744.164296786214
2737,2024-04-24,84.1,84.1,2.0,0.575,-168.2,23480.894401376176,-0.98,0.1,-0.0,9744.164296786214
2738,2024-04-24,88.0,88.0,-0.0012850089460726406,0.575,-0.0,23480.894401376176,-1.84,0.1,-0.0,9744.164296786214
2739,2024-04-24,86.03,86.03,2.0,0.9,-117.72526315789476,23363.16913821828,-0.040000000000000036,0.1,-0.0,9744.164296786214
2740,2024-04-24,90.1,90.1,1.0895306075593802,0.9,-0.0,23363.16913821828,-1.44,0.1,-0.0,9744.164296786214
2741,2024-04-24,105.46,105.46,0.49950411375737375,0.9,-0.0,23363.16913821828,-0.8200000000000001,0.1,-0.0,9744.164296786214
2742,2024-04-24,125.86935,125.86935,-2.0,0.37368421052631584,251.7387,23614.90783821828,-1.3399999999999999,0.1,-0.0,9744.164296786214
2743,2024-04-24,120.0,120.0,-2.0,0.09999999999999998,124.80000000000003,23739.70783821828,-1.3399999999999999,0.1,-0.0,9744.164296786214
2744,2024-04-24,105.39,105.39,-1.3977522711084442,0.09999999999999998,-0.0,23739.70783821828,-1.3399999999999999,0.1,-0.0,9744.164296786214
2745,2024-04-24,100.0,100.0,-1.531561419857226,0.09999999999999998,-0.0,23739.70783821828,-0.76,0.1,-0.0,9744.164296786214
2746,2024-04-24,88.06016,88.06016,-0.93888358204,0.09999999999999998,-0.0,23739.70783821828,-1.44,0.1,-0.0,9744.164296786214
2747,2024-04-24,86.76316,86.76316,-1.9121610320256497,0.09999999999999998,-0.0,23739.70783821828,-1.44,0.1,-0.0,9744.164296786214
2748,2024-04-24,83.73438,83.73438,1.3684210556103207,0.42500000070745114,-114.58388867047573,23625.123949547804,1.88,0.5465,-157.42063439999998,9586.743662386214
2749,2024-04-24,87.07743,87.07743,0.006658897967799698,0.42500000070745114,-0.0,23625.123949547804,1.88,0.9,-129.60788002105267,9457.135782365162
2750,2024-04-24,81.93768,81.93768,2.0,0.9,-163.87535975592883,23461.248589791874,2.0,0.9,-0.0,9457.135782365162
2751,2024-04-24,86.8546,86.8546,2.0,0.9,-0.0,23461.248589791874,2.0,0.9,-0.0,9457.135782365162
2752,2024-04-24,92.25947,92.25947,2.0,0.9,-0.0,23461.248589791874,-1.46,0.5157894736842106,134.69882619999998,9591.834608565161
2753,2024-04-24,105.39,105.39,2.0,0.9,-0.0,23461.248589791874,-1.84,0.09999999999999998,166.51620000000003,9758.350808565161
2754,2024-04-24,140.0,140.0,-1.1999999999974023,0.5842105263164731,167.99999999963632,23629.24858979151,-1.28,0.09999999999999998,-0.0,9758.350808565161
2755,2024-04-24,145.43,145.43,-2.0,0.09999999999999998,267.5912000003778,23896.839789791888,-1.62,0.09999999999999998,-0.0,9758.350808565161
2756,2024-04-24,120.0,120.0,-1.845119423762997,0.09999999999999998,-0.0,23896.839789791888,-1.42,0.09999999999999998,-0.0,9758.350808565161
2757,2024-04-24,105.46,105.46,-0.6189952465042372,0.09999999999999998,-0.0,23896.839789791888,-1.42,0.09999999999999998,-0.0,9758.350808565161
