Noise_Type,PSO_Profit,PPO_Profit,Difference,Diff_Pct,Winner,Monthly_Retrains
uniform,66397.40467079374,77263.51399711978,10866.10932632604,16.365262136677643,PPO,12
normal,78361.1825117017,79251.47411736561,890.2916056639078,1.1361385537168998,PPO,12
ornstein-uhlenbeck,69499.65171063424,73109.34873179479,3609.6970211605512,5.1938346917042555,PPO,12
fixed-bias,84532.60013318564,79029.49629344614,-5503.103839739502,-6.510037347803175,PSO,12
