Hour,Date,True_Price,Forecast_Price,PSO_Action,PSO_SOC,PSO_Instant_Profit,PSO_Cumulative_Profit,PPO_Action,PPO_SOC,PPO_Instant_Profit,PPO_Cumulative_Profit
353,2024-01-15,116.13,112.03656477187751,-2.0,0.37368421052631584,232.26,1743.268898965655,-2.0,0.37368421052631584,232.26,1672.0427789684218
354,2024-01-15,115.0,123.05676733301428,-2.0,0.09999999999999998,119.60000000000002,1862.8688989656548,-2.0,0.09999999999999998,119.60000000000002,1791.6427789684217
355,2024-01-15,113.9,122.2273470754394,-1.983308353816289,0.09999999999999998,-0.0,1862.8688989656548,-2.0,0.09999999999999998,-0.0,1791.6427789684217
356,2024-01-15,107.58229,115.44166999208838,-2.0,0.09999999999999998,-0.0,1862.8688989656548,-2.0,0.09999999999999998,-0.0,1791.6427789684217
357,2024-01-15,104.31,112.25517723585112,-1.098203615366781,0.09999999999999998,-0.0,1862.8688989656548,-2.0,0.09999999999999998,-0.0,1791.6427789684217
358,2024-01-15,101.68,109.20751168722256,-2.0,0.09999999999999998,-0.0,1862.8688989656548,-2.0,0.09999999999999998,-0.0,1791.6427789684217
359,2024-01-15,91.39,95.26676791376207,-1.8423281436999723,0.09999999999999998,-0.0,1862.8688989656548,-2.0,0.09999999999999998,-0.0,1791.6427789684217
360,2024-01-16,86.58831,82.98636262974233,2.0,0.575,-173.17662,1689.6922789656549,-2.0,0.09999999999999998,-0.0,1791.6427789684217
361,2024-01-16,83.34,82.8804217577302,1.9998598050567054,0.9,-114.04421052631582,1575.648068439339,-2.0,0.09999999999999998,-0.0,1791.6427789684217
362,2024-01-16,84.1,87.4376052089901,-1.899999999832623,0.4000000000440466,159.78999998592357,1735.4380684252626,1.6,0.48,-134.56,1657.0827789684217
363,2024-01-16,84.7,84.77614260046298,0.1052631580198186,0.42500000007375355,-8.915789484278635,1726.522278940984,1.2000000000000002,0.765,-101.64000000000001,1555.4427789684216
364,2024-01-16,84.7,84.06493952361981,2.0,0.9,-169.39999997369716,1557.122278967287,1.2000000000000002,0.9,-48.145263157894746,1507.2975158105269
365,2024-01-16,90.0,92.79557104509364,2.0,0.9,-0.0,1557.122278967287,1.2000000000000002,0.9,-0.0,1507.2975158105269
366,2024-01-16,103.76848,95.65314842717342,2.0,0.9,-0.0,1557.122278967287,1.2000000000000002,0.9,-0.0,1507.2975158105269
367,2024-01-16,117.0,123.39043700250544,1.8374487050856283,0.9,-0.0,1557.122278967287,1.2000000000000002,0.9,-0.0,1507.2975158105269
368,2024-01-16,141.11791,152.19577281198474,-2.0,0.37368421052631584,282.23582,1839.3580989672869,-2.0,0.37368421052631584,282.23582,1789.5333358105268
369,2024-01-16,136.26696,131.67165853333483,-2.0,0.09999999999999998,141.71763840000006,1981.0757373672868,-2.0,0.09999999999999998,141.71763840000006,1931.2509742105267
370,2024-01-16,120.46093,119.15439171215856,-2.0,0.09999999999999998,-0.0,1981.0757373672868,-2.0,0.09999999999999998,-0.0,1931.2509742105267
371,2024-01-16,109.25941,111.21514115824125,-2.0,0.09999999999999998,-0.0,1981.0757373672868,-2.0,0.09999999999999998,-0.0,1931.2509742105267
372,2024-01-16,101.16921,94.94592194373752,2.0,0.575,-202.33842,1778.7373173672868,-1.6,0.09999999999999998,-0.0,1931.2509742105267
373,2024-01-16,100.62671,92.84686912793875,2.0,0.9,-137.69970842105266,1641.037608946234,1.8000000000000003,0.5275000000000001,-181.12807800000004,1750.1228962105267
374,2024-01-16,104.87055,97.28370800837622,2.0,0.9,-0.0,1641.037608946234,1.2000000000000002,0.8125000000000001,-125.84466000000002,1624.2782362105268
375,2024-01-16,111.03657,106.66797700541184,2.0,0.9,-0.0,1641.037608946234,1.2000000000000002,0.9,-40.90820999999996,1583.3700262105267
376,2024-01-16,122.05,112.34246838945339,2.0,0.9,-0.0,1641.037608946234,1.2000000000000002,0.9,-0.0,1583.3700262105267
377,2024-01-16,133.0,139.7808388622961,-2.0,0.37368421052631584,266.0,1907.037608946234,-2.0,0.37368421052631584,266.0,1849.3700262105267
378,2024-01-16,129.98158,131.2258988756856,-1.9999707123671626,0.09999999999999998,135.18084320000006,2042.218452146234,-2.0,0.09999999999999998,135.18084320000006,1984.5508694105267
379,2024-01-16,121.05,123.11724408224406,-2.0,0.09999999999999998,-0.0,2042.218452146234,-2.0,0.09999999999999998,-0.0,1984.5508694105267
380,2024-01-16,110.40919,116.72441441632776,-2.0,0.09999999999999998,-0.0,2042.218452146234,-2.0,0.09999999999999998,-0.0,1984.5508694105267
381,2024-01-16,105.0,101.76946306716836,1.765054515599819,0.519200447454957,-185.33072413798098,1856.8877280082531,-2.0,0.09999999999999998,-0.0,1984.5508694105267
