Ora,Prezzo_Vero,PSO_Azione,PSO_SOC,PSO_Profitto_Istantaneo,PSO_Profitto_Cum,PPO_Azione,PPO_SOC,PPO_Profitto_Istantaneo,PPO_Profitto_Cum
7200,99.28,1.37089152634644,0.4255867375072795,-136.1021107356746,-1858.0310605836078,-0.19999999999999996,0.09999999999999998,-0.0,1618.4308212307196
7201,95.35,1.7740553935393595,0.8469248934728774,-169.15618177397792,-2027.1872423575858,-1.06,0.09999999999999998,-0.0,1618.4308212307196
7202,97.64,0.8337482804703233,0.9,-21.820014321297926,-2049.0072566788836,-1.06,0.09999999999999998,-0.0,1618.4308212307196
7203,105.1,1.8517385917318174,0.9,-0.0,-2049.0072566788836,-0.54,0.09999999999999998,-0.0,1618.4308212307196
7204,107.26,-1.324204928605352,0.5515250187880653,134.93250961009957,-1914.074747068784,-0.19999999999999996,0.09999999999999998,-0.0,1618.4308212307196
7205,105.9,1.6533911480245953,0.9,-155.38316004355323,-2069.457907112337,-1.18,0.09999999999999998,-0.0,1618.4308212307196
7206,106.92,-0.12967794852863568,0.8658742240714117,13.17190794384764,-2056.2859991684895,-0.78,0.09999999999999998,-0.0,1618.4308212307196
7207,115.93,0.4050640411425599,0.9,-16.657689277478934,-2072.9436884459683,-0.78,0.09999999999999998,-0.0,1618.4308212307196
7208,109.18,-1.2870654445884369,0.5612985672135693,133.49571497815725,-1939.4479734678112,-0.98,0.09999999999999998,-0.0,1618.4308212307196
7209,106.81,-0.7526925164045033,0.36322158921238423,76.37533329330674,-1863.0726401745044,-0.54,0.09999999999999998,-0.0,1618.4308212307196
7210,117.45,-0.04328841100375813,0.3518299021061321,4.830012678771823,-1858.2426274957324,-1.46,0.09999999999999998,-0.0,1618.4308212307196
7211,110.0,0.5947298581033862,0.4930782434056863,-65.42028439137248,-1923.6629118871049,-0.7,0.09999999999999998,-0.0,1618.4308212307196
7212,109.97,-0.16930168813428637,0.4485251675808741,17.687201311921097,-1905.9757105751837,-1.2999999999999998,0.09999999999999998,-0.0,1618.4308212307196
7213,105.1,-1.9796361005468355,0.10000000000000003,132.23428235702698,-1773.7414282181567,-0.54,0.09999999999999998,-0.0,1618.4308212307196
7214,105.1,0.5149872266359745,0.22230946632604398,-54.12515751944092,-1827.8665857375977,-1.06,0.09999999999999998,-0.0,1618.4308212307196
7215,116.36501,-0.3647543291929236,0.12632148495948514,40.32240910587396,-1787.5441766317238,-0.41999999999999993,0.09999999999999998,-0.0,1618.4308212307196
7216,130.0,-1.321266787230273,0.1,12.352672891486373,-1775.1915037402373,-1.08,0.09999999999999998,-0.0,1618.4308212307196
7217,141.72332,-1.6273721517691828,0.1,-0.0,-1775.1915037402373,-0.7,0.09999999999999998,-0.0,1618.4308212307196
7218,146.10309,-1.1560702370810896,0.1,-0.0,-1775.1915037402373,-1.5,0.09999999999999998,-0.0,1618.4308212307196
7219,142.92,-1.3141752767614738,0.1,-0.0,-1775.1915037402373,-0.76,0.09999999999999998,-0.0,1618.4308212307196
7220,131.44,-1.7686287885177463,0.1,-0.0,-1775.1915037402373,-1.8,0.09999999999999998,-0.0,1618.4308212307196
7221,122.04099,-0.29890414426423506,0.1,-0.0,-1775.1915037402373,-1.6,0.09999999999999998,-0.0,1618.4308212307196
7222,116.20894,-0.22289927238088936,0.1,-0.0,-1775.1915037402373,-1.06,0.09999999999999998,-0.0,1618.4308212307196
7223,110.0,0.8195647125129377,0.29464661922182267,-90.15211837642315,-1865.3436221166605,-0.54,0.09999999999999998,-0.0,1618.4308212307196
7224,107.38,0.9640274132014719,0.5236031298571722,-103.51726362957405,-1968.8608857462345,-1.46,0.09999999999999998,-0.0,1618.4308212307196
7225,105.1,1.567052363791578,0.895778066257672,-164.69720343449484,-2133.5580891807294,-1.06,0.09999999999999998,-0.0,1618.4308212307196
7226,99.1,0.43490308928878774,0.9,-1.7616574057461434,-2135.3197465864755,-1.82,0.09999999999999998,-0.0,1618.4308212307196
7227,97.71,-1.3181903339497971,0.5531078068553166,122.36035865372293,-2012.9593879327526,-1.1400000000000001,0.09999999999999998,-0.0,1618.4308212307196
7228,100.28,-0.21008746395117628,0.4978216321313228,20.01419234077276,-1992.9451955919799,-1.4,0.09999999999999998,-0.0,1618.4308212307196
7229,102.7,1.9653896363277314,0.9,-173.9103931794238,-2166.8555887714037,-1.98,0.09999999999999998,-0.0,1618.4308212307196
7230,120.98349,-0.30652308867738887,0.819336029295424,35.23002138208149,-2131.6255673893224,-1.06,0.09999999999999998,-0.0,1618.4308212307196
7231,125.04,-0.3010427347533451,0.7401142569919121,35.76026437588036,-2095.865303013442,-0.94,0.09999999999999998,-0.0,1618.4308212307196
7232,122.61336,1.5051418030879473,0.9,-82.54369754239227,-2178.409000555834,-0.78,0.09999999999999998,-0.0,1618.4308212307196
7233,112.9,1.2752186200086362,0.9,-0.0,-2178.409000555834,-1.1600000000000001,0.09999999999999998,-0.0,1618.4308212307196
7234,106.81,-1.465645257172187,0.5143038796915298,148.71829142263323,-2029.690709133201,-0.41999999999999993,0.09999999999999998,-0.0,1618.4308212307196
7235,105.1,-0.04809225450342813,0.5016480232432592,4.801771150894782,-2024.888937982306,-0.41999999999999993,0.09999999999999998,-0.0,1618.4308212307196
7236,98.88,0.18931632265038845,0.5466106498727265,-18.719597983670408,-2043.6085359659764,-0.41999999999999993,0.09999999999999998,-0.0,1618.4308212307196
7237,103.11518,1.5945959807632506,0.9,-153.43076399350247,-2197.0392999594787,-1.2999999999999998,0.09999999999999998,-0.0,1618.4308212307196
7238,115.73,-0.3384451206508201,0.8109354945655737,37.209841122273446,-2159.8294588372055,-1.46,0.09999999999999998,-0.0,1618.4308212307196
7239,126.4941,0.751108252497295,0.9,-47.436355607885766,-2207.265814445091,-1.96,0.09999999999999998,-0.0,1618.4308212307196
7240,140.78112,-1.8954440397318777,0.4011989369126638,253.5005980702393,-1953.765216374852,-1.96,0.09999999999999998,-0.0,1618.4308212307196
7241,145.11657,1.237098853944183,0.6950099147244072,-179.5235424353108,-2133.2887588101626,-1.82,0.09999999999999998,-0.0,1618.4308212307196
7242,159.93305,-0.9217563907740516,0.4524424434680778,140.04834538681163,-1993.240413423351,-1.1400000000000001,0.09999999999999998,-0.0,1618.4308212307196
7243,155.97305,-0.8435175193330058,0.2304641489067605,124.98770020786273,-1868.2527132154883,-1.1400000000000001,0.09999999999999998,-0.0,1618.4308212307196
7244,134.50028,0.5872903728525904,0.36994561245925073,-78.99071958997781,-1947.243432805466,-1.1400000000000001,0.09999999999999998,-0.0,1618.4308212307196
7245,123.47035,1.6466364310788855,0.761021764840486,-203.31077646806085,-2150.554209273527,-1.1400000000000001,0.09999999999999998,-0.0,1618.4308212307196
7246,116.14536,0.3996155973641349,0.855930469214468,-46.41349741747249,-2196.9677066909994,-1.1400000000000001,0.09999999999999998,-0.0,1618.4308212307196
7247,104.93868,1.474347450108401,0.9,-19.47199321622354,-2216.439699907223,-1.24,0.09999999999999998,-0.0,1618.4308212307196
7248,117.15,0.5795283408559775,0.9,-0.0,-2216.439699907223,-1.82,0.09999999999999998,-0.0,1618.4308212307196
