Noise_Type,PSO_Profit,PPO_Profit,Difference,Diff_Pct,Winner
uniform,-3091.9402216078606,11048.551379853247,14140.491601461108,457.3339258838522,PPO
normal,1197.498252354095,2709.410367935699,1511.912115581604,126.25589328497308,PPO
ornstein-uhlenbeck,-4260.339355774549,1879.6429466754362,6139.982302449986,144.11955925829548,PPO
